user_id;sex;age;qn1;qn2;qn3;qn4;qn5;qn6;qn7;qn8;qn9;qn10;qn11;qn12;qn13;qn14;qn15;qn16;qn17;qn18;qn19;qn20;qn21;qn22;qn23;qn24;qn25;qn26;qn27;qn28;qn29;qn30;qn31;qn32;qn33;qn34;qn35;qn36;qn37;qn38;qn39;qn40;qn41;qn42;qn43;qn44;qn45;qn46;qn47;qn48;qn49;qn50;qn51;qn52;qn53;qn54;qn55;qn56;qn57;qn58;qn59;qn60;Charcteristic;Neuroticism;Extraversion;Openness;Agreeableness;Conscientiousness
2418992491;2;2;1;4;2;4;2;2;5;5;4;5;3;2;2;1;2;3;4;4;1;5;2;5;1;1;5;4;2;5;4;4;2;4;2;4;4;4;2;2;5;2;1;2;2;1;5;5;4;4;2;4;4;3;2;2;4;4;5;2;4;4;4;45;34;39;49;38
1697537074;2;2;1;4;2;4;3;2;2;3;4;2;2;2;5;1;4;2;1;4;2;3;2;5;3;3;4;4;3;5;3;4;2;2;2;3;3;3;4;5;4;3;1;2;1;1;4;5;3;5;4;3;5;4;1;3;3;4;4;3;4;3;1;43;33;38;40;37
1784436761;2;2;2;4;2;2;4;3;4;5;2;4;3;4;1;5;2;1;5;3;3;2;2;4;2;2;4;2;4;4;4;1;3;4;4;4;5;4;3;4;3;4;1;5;1;2;4;4;4;5;1;5;2;3;1;3;4;2;4;1;5;2;3;33;42;51;44;49
2044977437;2;2;3;4;2;2;4;3;3;2;3;2;3;2;2;2;3;2;1;3;2;2;3;4;4;2;4;4;3;4;4;3;2;3;2;4;4;4;4;2;4;3;4;4;4;2;3;3;2;3;3;2;3;4;3;2;3;4;5;2;2;3;4;40;41;33;44;38
2534112135;2;2;4;3;5;2;5;4;4;5;4;3;1;2;2;4;2;2;4;4;1;2;4;2;1;1;4;4;2;5;5;2;2;3;5;4;5;4;2;3;4;5;3;4;1;2;4;2;2;4;1;3;2;4;2;4;4;4;5;2;4;4;4;32;39;41;46;45
3119074283;1;2;5;4;1;1;4;4;4;5;4;4;1;4;1;1;2;1;5;2;4;2;4;2;4;1;5;1;5;5;4;3;4;4;2;3;4;4;5;5;3;3;4;4;2;2;5;2;1;4;2;5;1;5;2;4;4;2;5;2;5;2;2;23;53;48;44;47
1708755263;1;2;4;4;4;4;4;5;2;4;3;4;2;2;2;2;2;1;5;4;3;2;3;3;2;2;4;2;4;4;4;2;4;2;4;4;5;3;4;5;4;5;1;4;1;3;5;2;4;5;1;4;3;4;3;3;4;1;5;3;4;3;5;23;38;44;43;48
3225869805;2;2;4;3;4;3;4;2;3;4;2;3;2;4;3;2;4;2;2;4;2;3;3;3;4;2;4;4;2;4;4;4;4;4;3;4;4;3;3;3;3;3;3;4;4;3;4;3;4;4;2;4;3;4;2;3;3;2;3;2;4;4;4;33;37;37;44;40
1947565734;1;2;3;4;2;2;2;2;5;4;4;3;3;4;4;3;3;2;4;1;3;3;2;3;2;2;4;4;3;4;3;3;2;3;3;4;3;3;3;3;3;2;4;4;3;3;4;5;4;3;2;3;4;4;3;2;4;4;4;3;2;3;1;44;44;36;39;37
1656319143;1;2;2;3;3;1;4;3;5;4;4;3;3;3;1;2;1;3;5;5;1;1;1;2;2;1;5;4;3;4;4;1;2;4;4;4;4;2;3;5;4;5;1;4;1;2;5;4;4;4;1;5;5;3;1;3;5;4;3;2;3;3;5;42;38;48;48;50
2104220462;2;2;3;4;2;2;2;2;4;5;3;2;2;3;3;2;2;2;4;3;4;4;3;4;4;1;5;3;4;4;4;3;2;2;2;3;5;1;4;4;4;3;3;4;3;3;4;4;2;3;2;3;2;4;1;1;4;3;4;1;4;3;4;34;42;44;45;38
1829054035;2;2;4;3;2;2;4;4;4;4;4;4;2;2;2;3;4;2;3;3;2;2;4;2;2;2;4;2;4;4;4;4;4;3;2;4;3;4;4;4;4;4;4;3;2;3;4;2;2;4;2;3;3;4;2;4;4;3;4;2;3;3;5;30;42;41;41;43
1829054035;2;2;4;3;2;2;4;4;4;4;4;4;2;2;2;3;4;2;3;3;2;2;4;2;2;2;4;2;4;4;4;4;4;3;2;4;3;4;4;4;4;4;4;3;2;3;4;2;2;4;2;3;3;4;2;4;4;3;4;2;3;3;5;30;42;41;41;43
2629189597;1;2;3;4;4;2;3;2;4;5;5;3;3;2;4;1;4;1;5;3;2;4;3;1;1;1;5;1;3;5;5;4;2;4;4;4;4;2;4;3;1;2;2;4;1;2;5;4;5;3;3;4;3;4;2;3;4;2;4;3;4;5;4;32;42;38;43;39
1553141752;2;2;2;2;2;5;3;1;4;5;4;3;4;3;1;5;3;5;5;4;3;4;1;1;3;3;2;5;2;4;4;4;2;2;3;4;3;5;2;5;4;2;4;4;1;4;3;5;4;4;2;3;4;2;1;2;2;5;4;3;3;4;1;55;34;49;35;30
3174345533;1;2;4;2;5;4;2;2;4;5;4;2;4;4;1;5;5;2;5;4;5;5;2;1;2;4;4;5;1;5;2;5;2;5;3;3;2;5;4;1;2;2;5;4;1;5;4;5;4;5;1;2;4;4;5;2;2;5;5;1;5;5;1;49;42;39;30;28
2075411961;2;2;4;4;2;1;3;2;4;4;1;3;3;4;1;3;2;1;4;4;1;4;1;1;3;1;4;1;1;3;5;5;2;1;4;4;4;1;1;4;3;2;4;2;2;4;4;1;3;4;1;4;1;4;3;3;1;2;5;3;3;2;4;29;36;45;48;34
2612151642;2;2;1;1;4;4;3;1;1;5;5;5;4;4;2;5;2;4;5;4;2;2;1;1;1;2;4;5;2;5;5;2;1;2;2;4;5;4;2;4;4;2;5;4;2;2;4;5;5;5;2;4;5;2;2;2;2;5;4;1;2;4;1;57;30;42;39;41
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
3584396823;1;2;5;3;2;2;4;4;4;4;5;3;2;3;3;2;2;3;4;2;2;2;2;4;3;2;3;4;2;4;4;4;2;3;4;3;4;4;2;5;5;2;3;4;4;2;4;4;4;4;2;3;4;2;2;2;4;4;4;2;4;3;4;39;35;43;45;38
1769988322;1;2;3;2;2;1;4;2;5;3;2;2;5;3;2;5;2;3;2;1;1;4;1;2;5;1;5;4;2;5;4;4;2;4;5;4;4;4;3;1;4;2;5;4;5;1;3;5;5;3;2;2;5;3;1;2;3;1;3;1;3;2;1;48;39;39;48;35
3164111710;1;2;4;4;2;4;4;2;3;4;4;3;3;4;3;2;2;3;4;4;2;3;2;2;2;2;4;3;3;3;4;3;2;3;4;4;4;3;3;2;4;3;4;4;2;2;4;4;4;4;3;3;4;3;2;3;3;3;3;2;4;3;3;41;38;42;42;39
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1751822773;1;2;2;3;1;4;4;3;2;5;4;4;4;2;2;1;2;2;4;4;3;3;3;4;2;4;5;5;3;4;4;3;3;2;4;4;4;4;2;5;5;3;4;4;2;4;3;5;4;4;2;3;4;4;1;2;2;4;3;4;3;2;3;45;31;46;40;40
2486790254;1;2;4;4;2;2;5;4;4;4;4;4;1;3;1;3;1;2;5;4;3;1;2;2;2;1;4;1;3;4;5;2;3;5;5;4;5;1;3;5;3;5;1;3;1;3;5;2;2;5;3;4;2;3;2;5;5;1;4;2;3;2;5;22;42;50;39;51
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
2357088283;2;2;2;5;4;3;4;1;3;4;5;5;4;3;1;2;2;3;4;2;2;2;2;2;1;3;4;1;2;5;5;3;2;4;3;4;5;3;3;4;5;3;5;2;2;2;4;3;4;4;1;4;3;3;1;4;4;5;5;3;4;2;5;44;40;40;44;46
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
1646177212;1;1;4;5;3;2;5;2;5;5;5;5;3;4;1;5;5;2;5;5;3;5;1;1;1;2;5;5;2;5;5;1;2;5;4;5;4;4;5;4;1;5;4;5;1;4;5;5;1;5;1;5;4;3;1;3;5;5;5;1;5;2;5;47;50;48;39;54
1197161814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;28;24;36;44;24
3160744691;1;2;4;3;2;2;2;1;3;4;4;4;3;2;4;2;5;3;2;2;3;4;2;3;4;2;3;5;3;3;4;4;3;3;1;3;3;4;2;2;5;2;4;2;3;2;4;4;4;3;1;2;4;4;3;2;3;4;4;4;3;4;1;45;35;33;45;34
2700630944;2;2;3;3;4;5;5;4;1;5;1;2;1;1;3;1;1;1;5;5;3;2;3;5;1;3;4;1;3;5;2;3;4;3;1;4;4;3;2;5;1;3;4;2;1;1;3;2;5;5;1;3;1;3;5;3;4;1;5;1;1;3;3;24;26;39;38;39
3229952712;1;2;3;2;2;2;2;2;2;2;3;3;3;4;4;5;2;2;2;3;3;3;3;3;2;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;4;4;4;4;4;3;3;3;3;3;2;2;2;2;2;1;37;33;35;33;36
2330298553;1;2;5;5;4;2;3;4;5;5;2;3;1;3;3;2;4;2;4;3;2;4;5;3;4;1;4;1;3;3;4;3;4;3;5;4;4;2;4;4;4;3;2;4;2;2;4;3;1;5;1;2;2;5;3;3;2;2;5;3;3;2;2;21;48;45;48;38
2772110762;2;2;3;4;2;3;2;3;5;5;2;4;2;3;2;1;3;2;5;3;3;4;2;3;1;1;5;4;5;5;5;5;2;1;4;3;4;3;3;3;4;3;5;4;2;2;5;5;1;4;3;4;5;4;1;3;3;1;4;1;2;1;3;41;44;45;44;41
2469681332;1;2;3;4;4;4;5;2;4;5;2;5;2;4;5;4;2;1;5;2;1;1;5;1;1;1;4;4;5;5;5;4;2;5;5;5;5;2;3;3;5;5;5;5;4;2;5;4;1;4;1;4;3;4;1;4;4;2;5;3;2;1;2;35;53;37;46;51
3156644171;2;2;4;4;4;2;4;2;4;4;4;2;4;2;5;1;2;1;1;4;1;4;4;4;2;1;4;1;2;4;5;3;4;3;2;5;4;3;3;5;4;2;3;4;2;2;4;2;2;4;1;3;3;4;1;4;4;5;5;3;2;2;4;32;39;35;48;38
5318592860;2;2;3;5;4;4;4;4;5;4;5;5;2;4;1;4;1;1;5;2;4;2;2;2;5;1;4;1;4;5;3;3;3;4;4;4;4;4;4;4;5;3;1;5;1;4;5;1;4;5;2;5;4;4;2;2;4;2;5;1;4;1;2;28;50;49;38;47
2781254641;1;2;3;3;3;4;4;3;3;4;4;3;1;2;4;2;4;2;2;3;1;2;3;2;3;1;4;4;2;3;4;1;3;3;2;3;4;2;2;2;4;3;5;3;2;3;5;3;3;4;1;3;3;4;3;3;4;3;4;2;3;4;5;35;36;36;43;45
2410957945;1;2;5;4;2;1;5;4;5;5;4;5;1;3;2;1;1;2;5;3;1;1;4;1;2;1;5;1;5;4;5;1;5;4;4;4;4;2;5;2;4;4;1;2;2;2;5;1;5;5;1;4;1;5;2;4;5;1;5;3;4;1;5;16;47;44;50;53
1540166591;2;2;4;3;3;2;4;3;5;5;3;4;2;4;1;1;2;1;4;2;2;2;2;1;1;1;5;2;2;4;5;3;3;3;4;5;5;4;4;3;5;4;3;4;2;2;4;3;1;5;2;3;3;4;1;4;4;3;5;1;5;2;4;33;48;46;51;46
2682951823;2;2;3;3;1;2;3;3;4;5;2;5;3;4;1;2;2;2;3;2;2;2;4;2;3;2;5;3;3;4;4;3;3;5;1;3;4;3;4;3;4;3;2;3;2;2;5;2;4;3;1;4;2;4;3;3;3;3;4;1;2;2;4;31;44;42;45;45
2682951823;1;2;4;4;4;4;4;2;4;3;5;1;4;4;1;2;5;2;3;3;3;4;3;3;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;4;3;4;3;4;3;3;4;3;4;3;3;4;4;4;4;4;2;41;43;37;36;37
2799197674;1;2;5;3;3;3;3;4;3;4;5;3;1;3;5;3;3;1;2;1;1;4;4;4;5;1;5;1;4;5;4;2;5;5;3;5;5;3;3;2;5;3;1;4;4;3;5;3;2;3;1;4;2;4;1;2;3;2;5;3;3;1;4;20;45;34;46;45
1676728887;1;2;4;4;4;2;5;4;4;5;2;5;1;2;1;1;1;1;4;4;2;1;4;1;1;2;5;1;3;4;4;4;4;2;3;4;4;2;4;3;4;4;2;3;3;2;5;2;1;3;1;3;1;4;3;4;4;2;4;1;2;2;5;20;42;39;46;47
1993430057;2;3;3;3;4;4;4;2;5;5;4;3;2;5;3;4;3;4;4;3;5;4;2;3;4;5;5;4;3;4;5;4;1;3;5;5;4;5;4;1;5;3;5;4;5;5;4;4;3;3;1;5;3;5;5;3;3;5;5;5;2;4;1;48;46;32;34;40
1191461881;1;2;2;5;3;3;3;2;5;5;3;2;2;4;1;2;4;2;5;2;2;4;3;2;2;4;4;3;3;5;4;2;2;2;4;4;4;4;4;4;5;3;3;4;2;4;4;4;2;4;2;3;2;4;3;2;3;3;4;4;3;4;2;38;47;42;42;38
1829809343;1;2;5;5;5;1;1;1;5;5;5;1;1;1;1;1;1;1;5;5;1;5;1;1;1;1;5;5;1;5;5;5;5;1;5;1;1;5;1;1;1;1;1;5;5;1;1;5;5;5;1;1;1;1;1;1;1;5;1;5;5;5;4;36;28;36;48;16
1190788547;2;1;2;2;4;4;4;4;3;3;2;2;3;3;4;4;4;5;5;5;4;4;4;4;4;4;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;32;25;38;31;35
3287087847;1;2;5;5;2;3;4;3;5;5;5;3;2;4;1;2;2;2;4;1;1;4;2;3;1;1;4;4;3;5;5;2;3;3;4;5;5;4;3;2;5;3;4;4;1;4;5;4;3;3;1;2;3;4;1;3;2;5;5;3;4;4;2;39;47;42;47;38
1930986977;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;4;4;4;4;4;4;4;5;5;5;5;5;5;5;2;2;2;2;2;1;1;1;1;1;4;4;4;4;4;5;5;5;5;5;1;1;1;1;1;3;36;29;42;39;36
2990737520;1;2;3;4;2;3;2;2;3;4;5;5;4;4;5;3;3;3;4;3;2;4;2;2;2;3;4;5;1;5;5;4;3;4;2;4;4;4;3;4;5;2;5;5;2;4;5;5;4;3;2;2;3;3;4;2;2;5;5;2;4;4;1;48;41;35;42;35
2798203641;2;2;5;3;4;3;5;4;2;4;3;4;2;3;1;1;1;2;4;2;2;1;2;1;2;2;2;1;4;4;5;3;4;4;3;3;4;2;2;4;2;4;3;2;2;1;5;2;2;3;2;4;1;4;2;3;4;2;5;1;2;1;5;24;42;42;43;46
1998907733;1;2;3;3;2;2;3;3;4;2;4;2;2;4;2;2;4;3;4;2;2;3;1;2;2;2;3;3;3;4;4;2;3;3;1;3;3;2;3;1;4;3;4;4;5;4;4;4;2;2;2;3;4;4;2;3;4;2;4;2;2;4;2;38;44;31;40;38
1824640877;2;2;3;4;3;3;5;2;4;5;5;4;3;3;5;4;3;4;4;5;5;4;2;2;4;4;5;3;5;5;5;2;3;5;5;2;5;4;3;4;2;4;2;5;5;1;5;4;3;5;5;5;2;2;3;5;5;4;1;3;4;2;5;40;40;39;29;51
3018351837;1;2;4;4;1;4;5;2;5;5;4;3;2;3;2;5;2;1;5;2;2;2;5;2;2;1;4;3;5;3;4;4;3;4;5;5;2;3;4;5;2;4;4;4;1;3;4;3;2;5;2;4;3;4;1;4;3;3;5;2;3;1;3;32;50;53;37;42
3287087847;1;2;5;5;2;2;3;3;5;5;5;2;3;5;1;2;4;2;5;2;1;4;3;2;2;1;4;3;3;5;5;4;4;3;4;5;4;4;4;3;5;3;4;4;1;4;4;2;3;3;1;2;3;4;1;3;3;5;5;3;4;5;2;35;49;45;48;34
5028457102;2;2;3;4;4;3;4;4;3;5;3;3;2;3;2;2;4;3;4;3;3;3;3;3;4;2;4;2;3;4;4;2;3;2;2;3;4;2;2;4;3;4;1;3;2;3;4;3;2;3;2;3;2;3;2;2;2;2;4;2;4;2;5;28;37;42;42;43
5028457102;2;2;3;4;4;3;4;4;3;5;3;3;2;3;2;2;4;3;4;3;3;3;3;3;4;2;4;2;3;4;4;2;3;2;2;3;4;2;2;4;3;4;1;3;2;3;4;3;2;3;2;3;2;3;2;2;2;2;4;2;4;2;5;28;37;42;42;43
1339662544;1;2;3;4;2;3;2;2;2;5;4;2;3;1;3;2;3;2;4;5;3;3;2;3;3;1;4;4;2;5;4;2;2;2;3;4;5;5;2;3;4;3;4;3;2;2;3;4;4;4;2;2;4;3;1;2;3;4;4;1;2;5;1;45;29;44;43;35
1031615211;1;3;2;5;2;1;2;1;5;3;2;2;2;5;2;4;2;2;4;2;3;4;2;5;5;2;4;3;1;3;5;3;2;5;3;3;5;2;5;2;4;1;1;4;2;5;5;5;5;2;4;4;5;2;2;3;2;2;5;2;3;4;2;39;43;42;39;34
1649361514;1;2;5;5;3;1;4;3;3;4;3;4;4;2;5;2;2;1;1;3;2;4;4;1;5;1;4;3;3;5;4;3;4;3;3;4;5;2;2;2;3;3;4;5;2;1;5;5;1;5;1;4;1;5;3;3;4;2;3;2;3;2;4;30;44;36;48;44
2345050734;1;2;4;4;4;3;4;4;4;5;4;5;2;2;2;2;2;1;5;3;1;2;3;4;4;1;5;4;3;3;4;4;4;4;4;4;4;3;3;4;4;3;4;4;2;4;4;4;3;4;1;4;2;4;3;3;4;2;4;3;3;2;3;31;40;45;44;45
5020738601;2;2;5;3;4;3;4;5;4;5;5;4;2;4;3;4;1;2;2;2;1;3;5;2;2;1;5;2;5;5;5;1;5;3;4;5;4;2;3;2;2;3;1;3;2;1;5;1;1;2;1;3;1;5;2;4;4;1;5;1;5;1;2;16;48;36;45;46
3230234342;2;2;4;5;4;1;3;5;4;5;5;5;2;4;1;1;2;1;5;2;2;2;4;1;2;2;4;2;3;4;5;2;4;2;4;4;5;3;3;4;3;4;3;2;2;3;4;2;1;4;2;3;2;5;2;4;4;2;5;2;4;2;2;24;47;45;44;46
2927274281;1;2;5;2;3;2;4;1;4;5;5;4;3;5;1;3;1;2;5;4;2;4;2;1;1;1;4;1;3;5;3;5;3;2;4;3;3;5;4;5;5;4;3;5;1;4;5;4;1;5;1;1;4;4;1;4;5;1;5;1;4;4;3;36;46;49;41;36
2531506324;1;2;2;2;5;5;1;3;1;5;4;2;1;5;5;2;2;4;1;5;2;4;4;3;5;1;5;5;4;4;1;5;3;1;2;1;3;5;1;4;1;2;1;1;4;4;5;5;2;3;1;2;5;4;5;5;1;5;5;1;1;3;1;43;32;32;28;29
1281471667;1;2;4;3;2;1;1;4;4;4;4;1;2;4;3;1;4;4;3;2;5;4;3;4;2;1;4;4;3;4;4;3;4;2;2;3;4;4;4;3;4;2;1;4;2;3;2;4;1;4;4;1;3;5;4;1;2;2;5;2;4;2;2;33;45;37;43;30
5428233906;1;2;1;2;1;3;1;1;1;4;4;3;5;1;1;3;5;4;4;4;4;4;1;4;3;3;2;4;2;3;2;4;1;2;2;3;2;4;1;3;3;1;5;2;3;2;1;5;5;3;4;1;5;1;3;1;1;5;1;1;3;5;1;57;18;43;35;22
1657613584;1;2;2;3;2;3;2;1;3;4;5;3;4;3;1;4;2;2;5;5;3;4;1;5;2;3;3;4;3;2;5;5;1;1;4;5;5;5;2;5;5;4;5;3;1;2;5;5;5;5;1;5;5;3;3;2;2;5;4;1;4;4;1;54;28;51;44;36
3032540667;1;2;3;3;2;2;4;3;4;5;4;2;2;3;1;5;3;1;4;2;2;2;2;2;2;1;4;2;3;4;3;4;3;3;4;4;3;2;4;5;2;1;2;5;1;3;4;3;3;5;4;3;3;4;1;3;2;3;5;3;2;3;3;31;45;49;35;35
5048617232;1;2;2;5;3;2;4;1;3;5;3;4;3;2;1;2;2;3;5;4;2;2;1;4;1;2;4;4;2;4;5;4;2;3;3;4;4;4;2;4;5;4;5;3;1;1;4;4;5;4;3;4;3;2;1;2;4;4;4;1;3;4;1;48;31;47;48;42
1834485807;1;2;2;2;3;2;4;3;2;5;5;4;4;3;3;2;2;3;3;3;3;2;3;2;3;1;4;2;4;3;4;3;3;4;4;4;4;3;3;4;3;4;2;4;3;3;5;2;4;4;2;4;3;2;2;3;3;3;3;3;2;2;5;35;36;42;40;45
2659409681;1;2;5;3;5;2;4;3;2;5;4;4;3;1;2;2;5;2;4;5;1;1;4;4;2;1;5;3;2;4;5;4;4;5;4;4;5;2;3;2;2;5;3;3;2;4;5;4;2;4;1;4;3;4;2;3;4;4;2;2;4;3;5;32;32;40;45;51
2180235402;1;2;2;1;5;4;5;4;3;4;5;5;1;4;1;5;1;4;5;5;4;1;2;1;1;5;5;1;2;5;5;1;2;5;3;5;5;1;3;5;1;5;4;5;1;2;5;4;4;5;4;5;1;2;5;3;5;3;1;1;5;1;5;33;34;41;32;56
